time,open,high,low,close,volume
2013-01-02,44.205508690001885,44.3021671033215,43.50472674346687,43.931640625,5358100
2013-01-03,43.04559984069483,43.110040837974005,41.764864210571986,41.87763595581055,14413200
2013-01-04,42.046784298946,42.47369510404357,41.93401563893649,41.95817947387695,10458000
2013-01-07,41.78902648386269,42.1514993715472,41.52321200865554,41.95817947387695,7804500
2013-01-08,41.88568465872784,42.07900455530141,41.37016903148567,41.40238952636719,8196200
2013-01-09,41.555439060399245,42.288438538830334,41.48294447142404,42.18372344970703,5154300
2013-01-10,42.30455113659268,42.84423071680069,42.15150836147015,42.77979278564453,6506500
2013-01-11,43.01338786996171,43.01338786996171,42.15150939469781,42.546199798583984,10182500
2013-01-14,42.58647336784242,43.83498864234239,42.368989586186366,42.98116683959961,7119900
2013-01-15,42.86839412987577,43.37585316671913,42.86033746869137,43.190589904785156,5802900
2013-01-16,43.206698588821524,43.335577508658474,42.965050998216725,43.222808837890625,6474500
2013-01-17,43.30335939339679,43.923590189465564,42.82811777421246,43.818878173828125,14438900
2013-01-18,43.81887879219969,44.004142060229576,43.67388961326917,43.947757720947266,7023900
2013-01-22,44.02026441800068,45.180175095757384,43.94776980859608,45.1237907409668,9330000
2013-01-23,45.19626710247145,45.30903576652251,44.66464120571955,45.0351676940918,6665700
2013-01-24,45.13183193665832,45.46208438375094,45.02711991950128,45.28487777709961,4221700
2013-01-25,45.39765429492997,45.41376454790127,44.88213849071457,45.139896392822266,5604700
2013-01-28,45.44597682335851,45.53458166828642,44.94657132879309,44.954627990722656,5736900
2013-01-29,44.90629529444746,45.66345862910878,44.84991095424481,45.33320617675781,7317600
2013-01-30,45.30903255729732,45.46207529442442,45.04321809139111,45.17210006713867,6269200
2013-01-31,44.978790881128965,45.13989031643946,44.47132873535156,44.47132873535156,6957500
2013-02-01,44.89824140377153,44.978789582743545,44.60020638159972,44.92240524291992,6369500
2013-02-04,44.559921714029855,45.40568968332336,44.559921714029855,44.90628433227539,4795700
2013-02-05,45.96953984643939,46.5817169740309,45.77622301762198,46.53338623046875,8645500
2013-02-06,46.26758122077814,46.348132476536975,45.99371309663055,46.21925354003906,5266100
2013-02-07,46.20313441158203,46.315903075261204,45.63123443280011,45.95343017578125,6050700
2013-02-08,46.04205105838227,46.9280935014338,46.00983055103433,46.509239196777344,4554600
2013-02-11,46.36422684516654,46.48504907834162,45.953423263311855,46.00980758666992,4166800
2013-02-12,46.07426089547381,46.21925007224507,45.85677713031693,45.92121505737305,4448600
2013-02-13,45.9212247342419,46.21120314889087,45.71179758628245,46.09843444824219,4261200
2013-02-14,45.92120967966845,46.090365747902844,45.71178260036649,45.95343017578125,5173800
2013-02-15,45.96149801016372,46.307860745793754,45.94538775819065,46.17092514038086,5750400
2013-02-19,43.657779005138174,45.81650334849779,43.528900077447275,45.6392936706543,14566200
2013-02-20,45.51847045579555,45.574857869962955,44.455218484548894,44.47132873535156,7542900
2013-02-21,44.761302456685726,45.059334383799225,44.205512688925566,44.49549102783203,6357300
2013-02-22,44.62438070874708,44.632434298896136,43.698061133061,43.87527084350586,8400700
2013-02-25,44.05247483922111,44.10080559536654,42.924784850275365,42.932838439941406,6807800
2013-02-26,43.101990960508836,43.17448555749944,42.296496804042675,42.73146438598633,6325100
2013-02-27,42.65895323953852,43.50472116117071,42.634789407488086,43.39195251464844,5133800
2013-02-28,43.35168562839109,43.46445429362,43.00532297220762,43.053653717041016,5879800
2013-03-01,42.965049593159655,43.32752250357106,42.59452309483499,43.11003875732422,6972100
2013-03-04,42.94088668901149,43.09392944441209,42.79589752169901,42.94894027709961,4783000
2013-03-05,43.0375449562083,43.36779737552801,42.836171454849556,43.093929290771484,4911700
2013-03-06,43.14225917923256,43.44834468285486,42.973103106191516,43.182533264160156,5562600
2013-03-07,43.30336223113163,43.64167135693723,43.24697788895006,43.3355827331543,4455700
2013-03-08,43.47251830909062,43.69805567770637,43.11004534330373,43.3436393737793,4584400
2013-03-11,43.35975456314807,44.012202903157466,43.295313551794955,43.66584014892578,4008700
2013-03-12,43.63361220654969,44.30217375816755,43.56112069020734,44.16524124145508,5466300
2013-03-13,44.21537463921541,44.37709937608707,43.948528360680754,44.05364990234375,4343000
2013-03-14,44.13452233603828,44.32050473973128,43.714039172828436,44.25581359863281,5066800
2013-03-15,44.174952756903124,44.39328073114535,44.00514005384135,44.25581359863281,7888300
2013-03-18,43.90809750679526,44.85418520297813,43.89192472480619,44.4741325378418,5974200
2013-03-19,44.474138744077436,44.79758825970982,44.40944760709368,44.611602783203125,5486600
2013-03-20,44.854192058233764,44.902707326973015,44.32050250959934,44.377105712890625,4528800
2013-03-21,44.22344846004289,44.757137799384196,44.174933210329506,44.522640228271484,4953700
2013-03-22,44.58733395902994,44.71671311588384,43.8514894260529,44.037471771240234,5415900
2013-03-25,44.191114192284765,44.57116375237577,44.02130153283709,44.360923767089844,5142500
2013-03-26,44.58733100069298,45.104847593771744,44.54690059522911,44.99972915649414,6059700
2013-03-27,44.91887574449964,46.11563391646514,44.82992698093413,45.78409957885742,8525800
2013-03-28,45.816455304666505,46.34206006884929,45.67899124659496,46.26119613647461,5685400
2013-04-01,46.220748628509035,47.99971438284425,46.09945431710159,47.68435287475586,9006100
2013-04-02,49.83528373177384,51.711283099701966,49.730162200008884,49.924232482910156,22664600
2013-04-03,50.466006734657086,50.74093783595873,49.827195780949936,49.86762619018555,10140400
2013-04-04,49.93232439108747,50.538789869521736,49.722084382473156,50.15873718261719,7648400
2013-04-05,50.069791504775566,50.58731133603501,49.85146663356935,50.2153434753418,6841300
2013-04-08,50.19107271496971,50.433658240920614,49.560349730568895,50.0455207824707,4545600
2013-04-09,50.20725331928361,50.595390838223445,50.09404692850651,50.280029296875,4405900
2013-04-10,50.39323507066292,50.61964784944504,50.207252704571495,50.46601104736328,4400600
2013-04-11,50.44982803890299,50.94308699381441,50.40131278736557,50.92691421508789,4738900
2013-04-12,50.80562837103091,51.169505134586736,50.63581571877674,50.967350006103516,4162000
2013-04-15,50.716674694952026,50.943087429776654,49.794847892146436,49.80293273925781,4625600
2013-04-16,50.28002740454871,50.943096026696196,49.948493093474966,50.789459228515625,4976400
2013-04-17,50.4498411058085,51.064394518021935,50.10213398473476,50.15873718261719,8429000
2013-04-18,48.023962665773155,49.123686848433046,46.92423848311327,48.26654815673828,14015000
2013-04-19,48.46871952115702,49.12370334286669,48.0886699220698,48.549583435058594,6524600
2013-04-22,48.50915485068619,48.598100532369486,47.41751510664902,47.88651657104492,6020900
2013-04-23,48.088668256084404,48.242305060210434,46.997028591053756,47.33665084838867,6277700
2013-04-24,47.627751855051194,47.910767815038255,47.48219990858853,47.53880310058594,5883000
2013-04-25,47.813737622589464,48.040150406727996,47.39325453444446,47.98354721069336,5669100
2013-04-26,47.918854650440466,48.63852956430173,47.81373619502484,48.09675216674805,5798100
2013-04-29,48.47679145397571,48.91344719098711,48.363585096522804,48.525306701660156,4861600
2013-04-30,48.63044573628483,48.82451605087991,47.878428279773786,48.460636138916016,5701800
2013-05-01,48.48488828342478,48.87302578403809,47.95119883450115,48.29082107543945,4897800
2013-05-02,48.28273453168655,48.82451192924023,48.02397619049883,48.09675216674805,6072500
2013-05-03,48.34741524952726,48.54148242131169,47.60348286530805,47.64391326904297,5149500
2013-05-06,48.01589779818532,49.10753450406459,47.967379445947714,48.6789665222168,5609600
2013-05-07,48.58193154846345,49.43098263877895,48.460637213571346,48.92155075073242,4830700
2013-05-08,48.77600058463851,50.75712192499146,48.76791573484713,50.546878814697266,10032800
2013-05-09,50.33663317061761,50.58730667117565,49.69782214588907,50.14256286621094,6416700
2013-05-10,50.16682034212193,50.93501049196015,49.98083798325881,50.87031936645508,5015700
2013-05-13,50.676257166487275,50.78137871989735,50.3447228069415,50.44984436035156,3490400
2013-05-14,50.377058783525655,50.52261072679917,49.77059338143351,49.91614532470703,5390300
2013-05-15,49.74633489997167,50.36088513965126,49.46331586639302,49.81911087036133,6808200
2013-05-16,49.568443039366095,50.41749406744747,49.487582211793715,50.247684478759766,6904800
2013-05-17,50.33662684848762,51.19376570127853,50.31236922022454,50.81371307373047,5840800
2013-05-20,50.72476717569684,50.87840397107138,50.474093692529586,50.587303161621094,2688200
2013-05-21,50.59540417940599,50.96736901422404,50.49837054524554,50.837989807128906,3248400
2013-05-22,50.134476656355304,51.161425177376486,49.7544239913908,50.36088943481445,6317500
2013-05-23,50.20725874407538,50.79755147736648,49.98893078771131,50.42558670043945,4479100
2013-05-24,50.150645466430255,50.55495573002485,49.7220775741056,50.18299102783203,4697900
2013-05-28,50.53070650830681,51.41210315297049,50.45793052536603,51.21803283691406,5341000
2013-05-29,51.201839483912835,51.38782179123619,50.78944446935091,51.226097106933594,5009100
2013-05-30,51.290809507671234,52.479482883429924,50.959275155304645,52.28541564941406,5671300
2013-05-31,52.115579924721075,52.43902930375974,50.619633487111514,50.64389419555664,5888300
2013-06-03,50.85415568660386,50.943104457771454,50.20725973898937,50.78137969970703,3756200
2013-06-04,50.61965393855654,50.93501859862229,50.06979162281957,50.42558670043945,5151100
2013-06-05,50.95118408325305,51.03204799631539,49.851462627391086,49.93232345581055,5380100
2013-06-06,49.93231444195635,50.06977844238281,49.28541867745056,50.06977844238281,4711400
2013-06-07,50.352797165738195,50.8864865539164,49.89188374343168,50.59538269042969,5214700
2013-06-10,50.60348792341764,51.67086706470116,50.595399988532094,51.49296951293945,5256600
2013-06-11,51.064379763406485,52.20453132539721,50.700499964557295,51.69510269165039,6063400
2013-06-12,51.94578139412807,52.164112393180716,51.44443752658036,51.61425018310547,3891100
2013-06-13,51.736079377355345,52.15029151753024,51.28937916000457,52.1015625,4379500
2013-06-14,52.08532546163603,52.34522393296577,51.64674872766345,51.81730651855469,3122600
2013-06-17,52.215278196565116,52.986850046494474,52.06096134799189,52.28025436401367,4975000
2013-06-18,52.71070945107997,53.368576091500536,52.353346734570906,53.34421157836914,5183300
2013-06-19,53.36044254330354,53.73405232968118,52.97872158151263,53.00308609008789,6370200
2013-06-20,52.629493114252824,52.64573405775604,51.69548085287559,51.81730651855469,5748300
2013-06-21,52.13406302112904,52.65385998707981,51.516801800386766,51.898529052734375,7806500
2013-06-24,51.56552351236361,52.82440711592003,51.54115590447046,52.50765609741211,5717100
2013-06-25,52.816290163884446,53.23050546938934,51.70359967535758,51.76045227050781,4959100
2013-06-26,52.0040942015756,52.840641984915266,51.99597063380014,52.61323165893555,4851700
2013-06-27,52.840641103899166,53.758412156758084,52.75942401689864,53.677188873291016,4483600
2013-06-28,53.29547167907095,53.709680710736556,52.82440386640776,53.181766510009766,6867800
2013-07-01,53.514762094440655,53.896489272206814,53.21425201489833,53.303592681884766,3736500
2013-07-02,53.14115607430497,53.3279609685647,52.832528636470556,53.01120376586914,4484800
2013-07-03,52.75941629805135,53.474135234143795,52.5076415062451,53.23048400878906,2271100
2013-07-05,53.57160687147546,53.75841174697259,53.011198441450546,53.742164611816406,2356500
2013-07-08,54.37568041492286,54.88735996278209,53.89649514565516,54.87111282348633,6192500
2013-07-09,55.244714645854664,55.59395377154474,54.651824207000175,55.20410919189453,4275700
2013-07-10,55.22847088409452,55.83760843061027,54.91171985562374,54.9766960144043,4383900
2013-07-11,55.44775903510952,55.67517559642239,54.94420928337171,55.52085876464844,6588900
2013-07-12,55.69142566746664,55.829495383545954,54.976706375583646,55.22848129272461,4645600
2013-07-15,55.33404698055704,55.38278219301963,54.789885647049175,54.919837951660156,3813600
2013-07-16,54.61120119387396,54.700541849052584,54.05891632389095,54.34318542480469,5459600
2013-07-17,54.424399289342176,54.773638321686164,53.539116357670395,53.790897369384766,8904300
2013-07-18,56.32492142319735,57.54319660695707,55.96756491622609,57.29954528808594,14082900
2013-07-19,57.34826368773656,58.55029150965944,56.98278367890781,58.030494689941406,7504900
2013-07-22,58.11983810848876,58.91578051198198,57.98989199562349,58.62339401245117,5038000
2013-07-23,58.64775458031167,59.07821073223194,58.33100359318292,59.03760528564453,3934300
2013-07-24,59.13507945905098,59.41122507498264,58.62340607779761,58.90766906738281,6023300
2013-07-25,58.542171330158965,58.980751037597656,58.23353772318364,58.980751037597656,3840600
2013-07-26,58.582782329261995,58.956385923653436,58.12796163982323,58.64775848388672,3826000
2013-07-29,58.56653910528511,59.175676589090074,58.444710369230734,59.11882400512695,3835300
2013-07-30,59.19192745511296,59.46807304957578,58.460967309141644,58.696495056152344,5375400
2013-07-31,58.85892931544474,59.82542950040579,58.85892931544474,59.16755676269531,5964700
2013-08-01,59.476194632613854,59.711722371758135,59.20817261659316,59.419342041015625,3254000
2013-08-02,59.31374433957345,59.31374433957345,58.42034396495321,58.6883659362793,3622500
2013-08-05,58.76958129926925,59.760445869757696,58.72085228644737,59.56551742553711,2871000
2013-08-06,59.43557350614253,59.58989031436136,58.90765312749575,59.48430252075195,3089500
2013-08-07,59.4355957392757,59.61427712163876,58.98077490887451,59.22442626953125,2807300
2013-08-08,59.411216696813746,59.83354933657322,59.17568276823859,59.43558120727539,2171600
2013-08-09,59.451819281266374,59.768570294925254,58.69648851104889,59.2325325012207,2556900
2013-08-12,58.81018863186394,58.956375659618345,58.485314111766634,58.793941497802734,3043300
2013-08-13,58.826435595473555,59.60613080569722,58.728971370520576,59.57364273071289,2627400
2013-08-14,59.443703746997414,59.533044414788236,58.72897840467083,58.87517166137695,3079000
2013-08-15,58.4690839355011,58.9807634669083,57.96553416994845,57.989898681640625,3402000
2013-08-16,57.786826183941706,58.46093961352562,57.66499748517298,58.01423645019531,3323600
2013-08-19,58.09547544675824,58.63963681733835,58.03862285873446,58.241668701171875,2794800
2013-08-20,58.355374830582754,59.15943464476013,58.16045255366921,58.850807189941406,3110000
2013-08-21,58.623391547248126,58.75333765464896,58.04674214088558,58.355369567871094,3314200
2013-08-22,58.50968003127016,59.07820580783894,58.33912229829952,58.45282745361328,2959400
2013-08-23,58.48532294313915,59.06197236006542,58.40410584996744,58.91577911376953,3215600
2013-08-26,58.99697406871532,59.224384322848714,58.70458768583961,58.785804748535156,2797700
2013-08-27,58.43658801716277,58.590904832474095,57.92491475084682,58.08734893798828,3626200
2013-08-28,57.989890564017344,58.60715162517363,57.949278919236754,58.10359573364258,3297700
2013-08-29,57.94114629115119,59.15130371595869,57.786835697340805,58.83455276489258,5243500
2013-08-30,58.85080233689579,59.13506525821743,58.062983528899416,58.266029357910156,4186200
2013-09-03,58.32287325434028,59.1025683780213,58.30663231688415,58.932010650634766,3801500
2013-09-04,58.850800102595116,59.57364273071289,58.63963071343036,59.57364273071289,3333600
2013-09-05,59.565531584616096,60.28838055994314,59.403097372287235,60.134063720703125,2861600
2013-09-06,60.29649997629738,60.743203370041186,58.92391410514212,60.150306701660156,3584100
2013-09-09,60.19090984504974,60.54827250952374,59.92288784669424,60.30461502075195,2629600
2013-09-10,60.588893845844545,60.621381932630015,59.971632589858636,60.613258361816406,3925400
2013-09-11,60.800735008597115,61.298033004768854,60.596924558356285,61.289878845214844,3819200
2013-09-12,61.40403238345828,61.550776204658874,60.89858006158882,60.931190490722656,2823800
2013-09-13,61.07792525010763,61.3469565856945,60.42573542360299,60.71922302246094,3421000
2013-09-16,61.216519570719484,61.86056150526227,61.11869451015289,61.24098205566406,4224800
2013-09-17,61.23285048105458,61.42850689416273,60.27086430521544,60.58065414428711,5138100
2013-09-18,60.45018801736479,60.482798439680835,59.056125117314586,59.54526901245117,7725600
2013-09-19,59.58603397678065,59.61049646107934,57.57239148904876,57.751739501953125,8322900
2013-09-20,57.515314110903795,58.49360182776812,57.39302659134535,57.5316162109375,9088700
2013-09-23,57.719134177411284,58.64850952906463,57.57239037347641,58.55067825317383,4482500
2013-09-24,58.84415673915242,59.46374228414208,58.39577123558062,58.958290100097656,4855200
2013-09-25,58.942002848722325,59.23549048503257,58.583294355497976,58.68112564086914,4812900
2013-09-26,58.69742008907444,59.35776407473975,58.632199240667326,58.82786178588867,2413200
2013-09-27,58.45284529309514,58.787097477905995,58.289799391110925,58.689266204833984,3548000
2013-09-30,58.11858987786108,58.42837952917952,57.89032316427892,58.37946701049805,4183600
2013-10-01,58.48545492048914,59.463748978470946,58.41208613153676,59.17026138305664,4322300
2013-10-02,58.89306664072854,59.21101044919491,58.75447702571529,59.1620979309082,2705700
2013-10-03,59.10505104446016,59.496369981192196,58.90939468599589,59.12135314941406,5038300
2013-10-04,59.10505352021988,59.62680797784856,58.88494088520306,59.504520416259766,4297600
2013-10-07,59.17839475756058,59.268071846296834,58.82784678133813,58.835994720458984,4787000
2013-10-08,58.697429306159535,59.039829484359316,58.232741572944576,58.27350616455078,6049100
2013-10-09,58.461006006140394,58.59959566033963,58.02892871963502,58.19197463989258,4464100
2013-10-10,58.8033972097769,60.31159973144531,58.566976307568346,60.31159973144531,4894300
2013-10-11,60.27082872844894,60.54800796508788,59.920274492828085,60.54800796508789,2935800
2013-10-14,60.213781590531795,60.98825909229761,59.93659604413534,60.91489028930664,2562200
2013-10-15,60.743685863140506,61.08608602561618,60.13225433594688,60.22193145751953,2922900
2013-10-16,60.73550070094236,61.54258816334378,60.63766946739675,61.29801940917969,4368600
2013-10-17,58.50991061348686,59.41482965389844,57.92294164817872,58.18381881713867,21810200
2013-10-18,58.09415067295816,58.16751947251891,55.06144922838102,56.05604553222656,21080600
2013-10-21,55.966372879392026,56.064197953287916,54.69459094051143,55.599510192871094,11496900
2013-10-22,55.615799883399525,56.76528765514788,55.615799883399525,56.13755416870117,7647300
2013-10-23,55.852208542440685,55.93373146546485,55.15110020879227,55.44458770751953,8227700
2013-10-24,55.44460923848275,55.754398954196226,54.767956896995216,55.11851119995117,6352500
2013-10-25,55.03698609541952,55.583196712237296,54.8494777091524,55.12666320800781,6892500
2013-10-28,55.06959806107162,55.273408555420815,54.39294572707968,54.57229995727539,6989300
2013-10-29,54.52338805392332,55.55874897828385,54.49893178669966,55.50168228149414,5860000
2013-10-30,55.53426478878622,55.982643975319284,55.248925228501136,55.44458770751953,4360500
2013-10-31,55.76254798182435,56.01527098401306,55.32231660330706,55.648414611816406,4216700
2013-11-01,55.656566561881654,56.00712085781593,55.39568938024238,55.95005416870117,4459000
2013-11-04,56.0723478426738,56.463666767845595,55.729947670525554,56.2109375,3698700
2013-11-05,55.844071837320705,56.2027802744957,55.65656345794225,56.0234260559082,3328700
2013-11-06,56.1457215947476,57.898487006803705,56.08865490067791,57.30336380004883,5479400
2013-11-07,57.80066763480556,57.86588849725195,56.78976914610172,56.87129211425781,4497300
2013-11-08,56.82234485276499,57.49899696664726,56.773432340368906,57.47454071044922,3741900
2013-11-11,57.66204904096865,57.841396993021185,57.30334069726226,57.47454071044922,3082600
2013-11-12,57.450101940406256,57.80065623214503,56.9609580081621,57.02617263793945,3604800
2013-11-13,57.02615931862902,57.988144855937556,56.912025968423016,57.89031982421875,3879500
2013-11-14,58.159357517684555,58.37132216546458,57.83326571470291,58.24088668823242,3581200
2013-11-15,57.98816612823668,58.66481853825245,57.955555699100614,58.59144973754883,3872600
2013-11-18,58.67296341997473,58.778942633051294,58.28979871298671,58.43654251098633,3263700
2013-11-19,58.5017545270032,58.62404204350835,58.094133618520345,58.37946701049805,4260900
2013-11-20,58.59959645982488,59.39853640751459,58.420248433015956,58.68112564086914,5031300
2013-11-21,59.015371190258314,60.067034175580915,58.99906908605782,59.439300537109375,4368000
2013-11-22,59.439309084603885,60.124109515957635,59.34963194909745,60.1159553527832,3178400
